,Date,Conference,Conference_Total_Votes,Total_Daily_Votes,Conference_Share,Team_Count,Conference_Share_Per_Team
10970,2020-05-07,Big Ten,6770,20148,0.33601350009926545,18,0.018667416672181414
10971,2020-05-07,Conference USA,2,20148,9.926543577526305e-05,10,9.926543577526305e-06
10972,2020-05-07,FBS Independents,879,20148,0.04362715902322811,3,0.014542386341076038
10973,2020-05-07,Mid-American,0,20148,0.0,12,0.0
10974,2020-05-07,Mountain West,410,20148,0.020349414333928926,12,0.0016957845278274106
10975,2020-05-07,Pac-12,0,20148,0.0,2,0.0
10976,2020-05-07,SEC,7294,20148,0.36202104427238435,16,0.022626315267024022
10977,2020-05-07,Sun Belt,468,20148,0.023228111971411555,14,0.0016591508551008253
10978,2020-05-08,ACC,1531,20148,0.07598769108596387,17,0.004469864181527287
10979,2020-05-08,American Athletic,989,20148,0.04908675799086758,14,0.003506196999347684
10980,2020-05-08,Big 12,1805,20148,0.08958705578717491,16,0.005599190986698432
10981,2020-05-08,Big Ten,6770,20148,0.33601350009926545,18,0.018667416672181414
10982,2020-05-08,Conference USA,2,20148,9.926543577526305e-05,10,9.926543577526305e-06
10983,2020-05-08,FBS Independents,879,20148,0.04362715902322811,3,0.014542386341076038
10984,2020-05-08,Mid-American,0,20148,0.0,12,0.0
10985,2020-05-08,Mountain West,410,20148,0.020349414333928926,12,0.0016957845278274106
10986,2020-05-08,Pac-12,0,20148,0.0,2,0.0
10987,2020-05-08,SEC,7294,20148,0.36202104427238435,16,0.022626315267024022
10988,2020-05-08,Sun Belt,468,20148,0.023228111971411555,14,0.0016591508551008253
10989,2020-05-09,ACC,1531,20148,0.07598769108596387,17,0.004469864181527287
10990,2020-05-09,American Athletic,989,20148,0.04908675799086758,14,0.003506196999347684
10991,2020-05-09,Big 12,1805,20148,0.08958705578717491,16,0.005599190986698432
10992,2020-05-09,Big Ten,6770,20148,0.33601350009926545,18,0.018667416672181414
10993,2020-05-09,Conference USA,2,20148,9.926543577526305e-05,10,9.926543577526305e-06
10994,2020-05-09,FBS Independents,879,20148,0.04362715902322811,3,0.014542386341076038
10995,2020-05-09,Mid-American,0,20148,0.0,12,0.0
10996,2020-05-09,Mountain West,410,20148,0.020349414333928926,12,0.0016957845278274106
10997,2020-05-09,Pac-12,0,20148,0.0,2,0.0
10998,2020-05-09,SEC,7294,20148,0.36202104427238435,16,0.022626315267024022
10999,2020-05-09,Sun Belt,468,20148,0.023228111971411555,14,0.0016591508551008253
11000,2020-05-10,ACC,1531,20148,0.07598769108596387,17,0.004469864181527287
11001,2020-05-10,American Athletic,989,20148,0.04908675799086758,14,0.003506196999347684
11002,2020-05-10,Big 12,1805,20148,0.08958705578717491,16,0.005599190986698432
11003,2020-05-10,Big Ten,6770,20148,0.33601350009926545,18,0.018667416672181414
11004,2020-05-10,Conference USA,2,20148,9.926543577526305e-05,10,9.926543577526305e-06
11005,2020-05-10,FBS Independents,879,20148,0.04362715902322811,3,0.014542386341076038
11006,2020-05-10,Mid-American,0,20148,0.0,12,0.0
11007,2020-05-10,Mountain West,410,20148,0.020349414333928926,12,0.0016957845278274106
11008,2020-05-10,Pac-12,0,20148,0.0,2,0.0
11009,2020-05-10,SEC,7294,20148,0.36202104427238435,16,0.022626315267024022
11010,2020-05-10,Sun Belt,468,20148,0.023228111971411555,14,0.0016591508551008253
11011,2020-05-11,ACC,1531,20148,0.07598769108596387,17,0.004469864181527287
11012,2020-05-11,American Athletic,989,20148,0.04908675799086758,14,0.003506196999347684
11013,2020-05-11,Big 12,1805,20148,0.08958705578717491,16,0.005599190986698432
11014,2020-05-11,Big Ten,6770,20148,0.33601350009926545,18,0.018667416672181414
11015,2020-05-11,Conference USA,2,20148,9.926543577526305e-05,10,9.926543577526305e-06
11016,2020-05-11,FBS Independents,879,20148,0.04362715902322811,3,0.014542386341076038
11017,2020-05-11,Mid-American,0,20148,0.0,12,0.0
11018,2020-05-11,Mountain West,410,20148,0.020349414333928926,12,0.0016957845278274106
11019,2020-05-11,Pac-12,0,20148,0.0,2,0.0
11020,2020-05-11,SEC,7294,20148,0.36202104427238435,16,0.022626315267024022
11021,2020-05-11,Sun Belt,468,20148,0.023228111971411555,14,0.0016591508551008253
11022,2020-05-12,ACC,1531,20148,0.07598769108596387,17,0.004469864181527287
11023,2020-05-12,American Athletic,989,20148,0.04908675799086758,14,0.003506196999347684
11024,2020-05-12,Big 12,1805,20148,0.08958705578717491,16,0.005599190986698432
11025,2020-05-12,Big Ten,6770,20148,0.33601350009926545,18,0.018667416672181414
11026,2020-05-12,Conference USA,2,20148,9.926543577526305e-05,10,9.926543577526305e-06
11027,2020-05-12,FBS Independents,879,20148,0.04362715902322811,3,0.014542386341076038
11028,2020-05-12,Mid-American,0,20148,0.0,12,0.0
11029,2020-05-12,Mountain West,410,20148,0.020349414333928926,12,0.0016957845278274106
11030,2020-05-12,Pac-12,0,20148,0.0,2,0.0
11031,2020-05-12,SEC,7294,20148,0.36202104427238435,16,0.022626315267024022
11032,2020-05-12,Sun Belt,468,20148,0.023228111971411555,14,0.0016591508551008253
11033,2020-05-13,ACC,1531,20148,0.07598769108596387,17,0.004469864181527287
11034,2020-05-13,American Athletic,989,20148,0.04908675799086758,14,0.003506196999347684
11035,2020-05-13,Big 12,1805,20148,0.08958705578717491,16,0.005599190986698432
11036,2020-05-13,Big Ten,6770,20148,0.33601350009926545,18,0.018667416672181414
11037,2020-05-13,Conference USA,2,20148,9.926543577526305e-05,10,9.926543577526305e-06
11038,2020-05-13,FBS Independents,879,20148,0.04362715902322811,3,0.014542386341076038
11039,2020-05-13,Mid-American,0,20148,0.0,12,0.0
11040,2020-05-13,Mountain West,410,20148,0.020349414333928926,12,0.0016957845278274106
11041,2020-05-13,Pac-12,0,20148,0.0,2,0.0
11042,2020-05-13,SEC,7294,20148,0.36202104427238435,16,0.022626315267024022
11043,2020-05-13,Sun Belt,468,20148,0.023228111971411555,14,0.0016591508551008253
11044,2020-05-14,ACC,1531,20148,0.07598769108596387,17,0.004469864181527287
11045,2020-05-14,American Athletic,989,20148,0.04908675799086758,14,0.003506196999347684
11046,2020-05-14,Big 12,1805,20148,0.08958705578717491,16,0.005599190986698432
11047,2020-05-14,Big Ten,6770,20148,0.33601350009926545,18,0.018667416672181414
11048,2020-05-14,Conference USA,2,20148,9.926543577526305e-05,10,9.926543577526305e-06
11049,2020-05-14,FBS Independents,879,20148,0.04362715902322811,3,0.014542386341076038
11050,2020-05-14,Mid-American,0,20148,0.0,12,0.0
11051,2020-05-14,Mountain West,410,20148,0.020349414333928926,12,0.0016957845278274106
11052,2020-05-14,Pac-12,0,20148,0.0,2,0.0
11053,2020-05-14,SEC,7294,20148,0.36202104427238435,16,0.022626315267024022
11054,2020-05-14,Sun Belt,468,20148,0.023228111971411555,14,0.0016591508551008253
11055,2020-05-15,ACC,1531,20148,0.07598769108596387,17,0.004469864181527287
11056,2020-05-15,American Athletic,989,20148,0.04908675799086758,14,0.003506196999347684
11057,2020-05-15,Big 12,1805,20148,0.08958705578717491,16,0.005599190986698432
11058,2020-05-15,Big Ten,6770,20148,0.33601350009926545,18,0.018667416672181414
11059,2020-05-15,Conference USA,2,20148,9.926543577526305e-05,10,9.926543577526305e-06
11060,2020-05-15,FBS Independents,879,20148,0.04362715902322811,3,0.014542386341076038
11061,2020-05-15,Mid-American,0,20148,0.0,12,0.0
11062,2020-05-15,Mountain West,410,20148,0.020349414333928926,12,0.0016957845278274106
11063,2020-05-15,Pac-12,0,20148,0.0,2,0.0
11064,2020-05-15,SEC,7294,20148,0.36202104427238435,16,0.022626315267024022
11065,2020-05-15,Sun Belt,468,20148,0.023228111971411555,14,0.0016591508551008253
11066,2020-05-16,ACC,1531,20148,0.07598769108596387,17,0.004469864181527287
11067,2020-05-16,American Athletic,989,20148,0.04908675799086758,14,0.003506196999347684
11068,2020-05-16,Big 12,1805,20148,0.08958705578717491,16,0.005599190986698432
11069,2020-05-16,Big Ten,6770,20148,0.33601350009926545,18,0.018667416672181414
11070,2020-05-16,Conference USA,2,20148,9.926543577526305e-05,10,9.926543577526305e-06
11071,2020-05-16,FBS Independents,879,20148,0.04362715902322811,3,0.014542386341076038
11072,2020-05-16,Mid-American,0,20148,0.0,12,0.0
11073,2020-05-16,Mountain West,410,20148,0.020349414333928926,12,0.0016957845278274106
11074,2020-05-16,Pac-12,0,20148,0.0,2,0.0
11075,2020-05-16,SEC,7294,20148,0.36202104427238435,16,0.022626315267024022
11076,2020-05-16,Sun Belt,468,20148,0.023228111971411555,14,0.0016591508551008253
11077,2020-05-17,ACC,1531,20148,0.07598769108596387,17,0.004469864181527287
11078,2020-05-17,American Athletic,989,20148,0.04908675799086758,14,0.003506196999347684
11079,2020-05-17,Big 12,1805,20148,0.08958705578717491,16,0.005599190986698432
11080,2020-05-17,Big Ten,6770,20148,0.33601350009926545,18,0.018667416672181414
11081,2020-05-17,Conference USA,2,20148,9.926543577526305e-05,10,9.926543577526305e-06
11082,2020-05-17,FBS Independents,879,20148,0.04362715902322811,3,0.014542386341076038
11083,2020-05-17,Mid-American,0,20148,0.0,12,0.0
11084,2020-05-17,Mountain West,410,20148,0.020349414333928926,12,0.0016957845278274106
11085,2020-05-17,Pac-12,0,20148,0.0,2,0.0
11086,2020-05-17,SEC,7294,20148,0.36202104427238435,16,0.022626315267024022
11087,2020-05-17,Sun Belt,468,20148,0.023228111971411555,14,0.0016591508551008253
11088,2020-05-18,ACC,1531,20148,0.07598769108596387,17,0.004469864181527287
11089,2020-05-18,American Athletic,989,20148,0.04908675799086758,14,0.003506196999347684
11090,2020-05-18,Big 12,1805,20148,0.08958705578717491,16,0.005599190986698432
11091,2020-05-18,Big Ten,6770,20148,0.33601350009926545,18,0.018667416672181414
11092,2020-05-18,Conference USA,2,20148,9.926543577526305e-05,10,9.926543577526305e-06
11093,2020-05-18,FBS Independents,879,20148,0.04362715902322811,3,0.014542386341076038
11094,2020-05-18,Mid-American,0,20148,0.0,12,0.0
11095,2020-05-18,Mountain West,410,20148,0.020349414333928926,12,0.0016957845278274106
11096,2020-05-18,Pac-12,0,20148,0.0,2,0.0
11097,2020-05-18,SEC,7294,20148,0.36202104427238435,16,0.022626315267024022
11098,2020-05-18,Sun Belt,468,20148,0.023228111971411555,14,0.0016591508551008253
11099,2020-05-19,ACC,1531,20148,0.07598769108596387,17,0.004469864181527287
11100,2020-05-19,American Athletic,989,20148,0.04908675799086758,14,0.003506196999347684
11101,2020-05-19,Big 12,1805,20148,0.08958705578717491,16,0.005599190986698432
11102,2020-05-19,Big Ten,6770,20148,0.33601350009926545,18,0.018667416672181414
11103,2020-05-19,Conference USA,2,20148,9.926543577526305e-05,10,9.926543577526305e-06
11104,2020-05-19,FBS Independents,879,20148,0.04362715902322811,3,0.014542386341076038
11105,2020-05-19,Mid-American,0,20148,0.0,12,0.0
11106,2020-05-19,Mountain West,410,20148,0.020349414333928926,12,0.0016957845278274106
11107,2020-05-19,Pac-12,0,20148,0.0,2,0.0
11108,2020-05-19,SEC,7294,20148,0.36202104427238435,16,0.022626315267024022
11109,2020-05-19,Sun Belt,468,20148,0.023228111971411555,14,0.0016591508551008253
11110,2020-05-20,ACC,1531,20148,0.07598769108596387,17,0.004469864181527287
11111,2020-05-20,American Athletic,989,20148,0.04908675799086758,14,0.003506196999347684
11112,2020-05-20,Big 12,1805,20148,0.08958705578717491,16,0.005599190986698432
11113,2020-05-20,Big Ten,6770,20148,0.33601350009926545,18,0.018667416672181414
11114,2020-05-20,Conference USA,2,20148,9.926543577526305e-05,10,9.926543577526305e-06
11115,2020-05-20,FBS Independents,879,20148,0.04362715902322811,3,0.014542386341076038
11116,2020-05-20,Mid-American,0,20148,0.0,12,0.0
11117,2020-05-20,Mountain West,410,20148,0.020349414333928926,12,0.0016957845278274106
11118,2020-05-20,Pac-12,0,20148,0.0,2,0.0
11119,2020-05-20,SEC,7294,20148,0.36202104427238435,16,0.022626315267024022
11120,2020-05-20,Sun Belt,468,20148,0.023228111971411555,14,0.0016591508551008253
11121,2020-05-21,ACC,1531,20148,0.07598769108596387,17,0.004469864181527287
11122,2020-05-21,American Athletic,989,20148,0.04908675799086758,14,0.003506196999347684
11123,2020-05-21,Big 12,1805,20148,0.08958705578717491,16,0.005599190986698432
11124,2020-05-21,Big Ten,6770,20148,0.33601350009926545,18,0.018667416672181414
11125,2020-05-21,Conference USA,2,20148,9.926543577526305e-05,10,9.926543577526305e-06
11126,2020-05-21,FBS Independents,879,20148,0.04362715902322811,3,0.014542386341076038
11127,2020-05-21,Mid-American,0,20148,0.0,12,0.0
11128,2020-05-21,Mountain West,410,20148,0.020349414333928926,12,0.0016957845278274106
11129,2020-05-21,Pac-12,0,20148,0.0,2,0.0
11130,2020-05-21,SEC,7294,20148,0.36202104427238435,16,0.022626315267024022
11131,2020-05-21,Sun Belt,468,20148,0.023228111971411555,14,0.0016591508551008253
11132,2020-05-22,ACC,1531,20148,0.07598769108596387,17,0.004469864181527287
11133,2020-05-22,American Athletic,989,20148,0.04908675799086758,14,0.003506196999347684
11134,2020-05-22,Big 12,1805,20148,0.08958705578717491,16,0.005599190986698432
11135,2020-05-22,Big Ten,6770,20148,0.33601350009926545,18,0.018667416672181414
11136,2020-05-22,Conference USA,2,20148,9.926543577526305e-05,10,9.926543577526305e-06
11137,2020-05-22,FBS Independents,879,20148,0.04362715902322811,3,0.014542386341076038
11138,2020-05-22,Mid-American,0,20148,0.0,12,0.0
11139,2020-05-22,Mountain West,410,20148,0.020349414333928926,12,0.0016957845278274106
11140,2020-05-22,Pac-12,0,20148,0.0,2,0.0
11141,2020-05-22,SEC,7294,20148,0.36202104427238435,16,0.022626315267024022
11142,2020-05-22,Sun Belt,468,20148,0.023228111971411555,14,0.0016591508551008253
11143,2020-05-23,ACC,1531,20148,0.07598769108596387,17,0.004469864181527287
11144,2020-05-23,American Athletic,989,20148,0.04908675799086758,14,0.003506196999347684
11145,2020-05-23,Big 12,1805,20148,0.08958705578717491,16,0.005599190986698432
11146,2020-05-23,Big Ten,6770,20148,0.33601350009926545,18,0.018667416672181414
11147,2020-05-23,Conference USA,2,20148,9.926543577526305e-05,10,9.926543577526305e-06
11148,2020-05-23,FBS Independents,879,20148,0.04362715902322811,3,0.014542386341076038
11149,2020-05-23,Mid-American,0,20148,0.0,12,0.0
11150,2020-05-23,Mountain West,410,20148,0.020349414333928926,12,0.0016957845278274106
11151,2020-05-23,Pac-12,0,20148,0.0,2,0.0
11152,2020-05-23,SEC,7294,20148,0.36202104427238435,16,0.022626315267024022
11153,2020-05-23,Sun Belt,468,20148,0.023228111971411555,14,0.0016591508551008253
11154,2020-05-24,ACC,1531,20148,0.07598769108596387,17,0.004469864181527287
11155,2020-05-24,American Athletic,989,20148,0.04908675799086758,14,0.003506196999347684
11156,2020-05-24,Big 12,1805,20148,0.08958705578717491,16,0.005599190986698432
11157,2020-05-24,Big Ten,6770,20148,0.33601350009926545,18,0.018667416672181414
11158,2020-05-24,Conference USA,2,20148,9.926543577526305e-05,10,9.926543577526305e-06
11159,2020-05-24,FBS Independents,879,20148,0.04362715902322811,3,0.014542386341076038
11160,2020-05-24,Mid-American,0,20148,0.0,12,0.0
11161,2020-05-24,Mountain West,410,20148,0.020349414333928926,12,0.0016957845278274106
11162,2020-05-24,Pac-12,0,20148,0.0,2,0.0
11163,2020-05-24,SEC,7294,20148,0.36202104427238435,16,0.022626315267024022
11164,2020-05-24,Sun Belt,468,20148,0.023228111971411555,14,0.0016591508551008253
11165,2020-05-25,ACC,1531,20148,0.07598769108596387,17,0.004469864181527287
11166,2020-05-25,American Athletic,989,20148,0.04908675799086758,14,0.003506196999347684
11167,2020-05-25,Big 12,1805,20148,0.08958705578717491,16,0.005599190986698432
11168,2020-05-25,Big Ten,6770,20148,0.33601350009926545,18,0.018667416672181414
11169,2020-05-25,Conference USA,2,20148,9.926543577526305e-05,10,9.926543577526305e-06
11170,2020-05-25,FBS Independents,879,20148,0.04362715902322811,3,0.014542386341076038
11171,2020-05-25,Mid-American,0,20148,0.0,12,0.0
11172,2020-05-25,Mountain West,410,20148,0.020349414333928926,12,0.0016957845278274106
11173,2020-05-25,Pac-12,0,20148,0.0,2,0.0
11174,2020-05-25,SEC,7294,20148,0.36202104427238435,16,0.022626315267024022
11175,2020-05-25,Sun Belt,468,20148,0.023228111971411555,14,0.0016591508551008253
11176,2020-05-26,ACC,1531,20148,0.07598769108596387,17,0.004469864181527287
11177,2020-05-26,American Athletic,989,20148,0.04908675799086758,14,0.003506196999347684
11178,2020-05-26,Big 12,1805,20148,0.08958705578717491,16,0.005599190986698432
11179,2020-05-26,Big Ten,6770,20148,0.33601350009926545,18,0.018667416672181414
11180,2020-05-26,Conference USA,2,20148,9.926543577526305e-05,10,9.926543577526305e-06
11181,2020-05-26,FBS Independents,879,20148,0.04362715902322811,3,0.014542386341076038
11182,2020-05-26,Mid-American,0,20148,0.0,12,0.0
11183,2020-05-26,Mountain West,410,20148,0.020349414333928926,12,0.0016957845278274106
11184,2020-05-26,Pac-12,0,20148,0.0,2,0.0
11185,2020-05-26,SEC,7294,20148,0.36202104427238435,16,0.022626315267024022
11186,2020-05-26,Sun Belt,468,20148,0.023228111971411555,14,0.0016591508551008253
11187,2020-05-27,ACC,1531,20148,0.07598769108596387,17,0.004469864181527287
11188,2020-05-27,American Athletic,989,20148,0.04908675799086758,14,0.003506196999347684
11189,2020-05-27,Big 12,1805,20148,0.08958705578717491,16,0.005599190986698432
11190,2020-05-27,Big Ten,6770,20148,0.33601350009926545,18,0.018667416672181414
11191,2020-05-27,Conference USA,2,20148,9.926543577526305e-05,10,9.926543577526305e-06
11192,2020-05-27,FBS Independents,879,20148,0.04362715902322811,3,0.014542386341076038
11193,2020-05-27,Mid-American,0,20148,0.0,12,0.0
11194,2020-05-27,Mountain West,410,20148,0.020349414333928926,12,0.0016957845278274106
11195,2020-05-27,Pac-12,0,20148,0.0,2,0.0
11196,2020-05-27,SEC,7294,20148,0.36202104427238435,16,0.022626315267024022
11197,2020-05-27,Sun Belt,468,20148,0.023228111971411555,14,0.0016591508551008253
11198,2020-05-28,ACC,1531,20148,0.07598769108596387,17,0.004469864181527287
11199,2020-05-28,American Athletic,989,20148,0.04908675799086758,14,0.003506196999347684
11200,2020-05-28,Big 12,1805,20148,0.08958705578717491,16,0.005599190986698432
11201,2020-05-28,Big Ten,6770,20148,0.33601350009926545,18,0.018667416672181414
11202,2020-05-28,Conference USA,2,20148,9.926543577526305e-05,10,9.926543577526305e-06
11203,2020-05-28,FBS Independents,879,20148,0.04362715902322811,3,0.014542386341076038
11204,2020-05-28,Mid-American,0,20148,0.0,12,0.0
11205,2020-05-28,Mountain West,410,20148,0.020349414333928926,12,0.0016957845278274106
11206,2020-05-28,Pac-12,0,20148,0.0,2,0.0
11207,2020-05-28,SEC,7294,20148,0.36202104427238435,16,0.022626315267024022
11208,2020-05-28,Sun Belt,468,20148,0.023228111971411555,14,0.0016591508551008253
11209,2020-05-29,ACC,1531,20148,0.07598769108596387,17,0.004469864181527287
11210,2020-05-29,American Athletic,989,20148,0.04908675799086758,14,0.003506196999347684
11211,2020-05-29,Big 12,1805,20148,0.08958705578717491,16,0.005599190986698432
11212,2020-05-29,Big Ten,6770,20148,0.33601350009926545,18,0.018667416672181414
11213,2020-05-29,Conference USA,2,20148,9.926543577526305e-05,10,9.926543577526305e-06
11214,2020-05-29,FBS Independents,879,20148,0.04362715902322811,3,0.014542386341076038
11215,2020-05-29,Mid-American,0,20148,0.0,12,0.0
11216,2020-05-29,Mountain West,410,20148,0.020349414333928926,12,0.0016957845278274106
11217,2020-05-29,Pac-12,0,20148,0.0,2,0.0
11218,2020-05-29,SEC,7294,20148,0.36202104427238435,16,0.022626315267024022
11219,2020-05-29,Sun Belt,468,20148,0.023228111971411555,14,0.0016591508551008253
11220,2020-05-30,ACC,1531,20148,0.07598769108596387,17,0.004469864181527287
11221,2020-05-30,American Athletic,989,20148,0.04908675799086758,14,0.003506196999347684
11222,2020-05-30,Big 12,1805,20148,0.08958705578717491,16,0.005599190986698432
11223,2020-05-30,Big Ten,6770,20148,0.33601350009926545,18,0.018667416672181414
11224,2020-05-30,Conference USA,2,20148,9.926543577526305e-05,10,9.926543577526305e-06
11225,2020-05-30,FBS Independents,879,20148,0.04362715902322811,3,0.014542386341076038
11226,2020-05-30,Mid-American,0,20148,0.0,12,0.0
11227,2020-05-30,Mountain West,410,20148,0.020349414333928926,12,0.0016957845278274106
11228,2020-05-30,Pac-12,0,20148,0.0,2,0.0
11229,2020-05-30,SEC,7294,20148,0.36202104427238435,16,0.022626315267024022
11230,2020-05-30,Sun Belt,468,20148,0.023228111971411555,14,0.0016591508551008253
11231,2020-05-31,ACC,1531,20148,0.07598769108596387,17,0.004469864181527287
11232,2020-05-31,American Athletic,989,20148,0.04908675799086758,14,0.003506196999347684
11233,2020-05-31,Big 12,1805,20148,0.08958705578717491,16,0.005599190986698432
11234,2020-05-31,Big Ten,6770,20148,0.33601350009926545,18,0.018667416672181414
11235,2020-05-31,Conference USA,2,20148,9.926543577526305e-05,10,9.926543577526305e-06
11236,2020-05-31,FBS Independents,879,20148,0.04362715902322811,3,0.014542386341076038
11237,2020-05-31,Mid-American,0,20148,0.0,12,0.0
11238,2020-05-31,Mountain West,410,20148,0.020349414333928926,12,0.0016957845278274106
11239,2020-05-31,Pac-12,0,20148,0.0,2,0.0
11240,2020-05-31,SEC,7294,20148,0.36202104427238435,16,0.022626315267024022
11241,2020-05-31,Sun Belt,468,20148,0.023228111971411555,14,0.0016591508551008253
11242,2020-06-01,ACC,1531,20148,0.07598769108596387,17,0.004469864181527287
11243,2020-06-01,American Athletic,989,20148,0.04908675799086758,14,0.003506196999347684
11244,2020-06-01,Big 12,1805,20148,0.08958705578717491,16,0.005599190986698432
11245,2020-06-01,Big Ten,6770,20148,0.33601350009926545,18,0.018667416672181414
11246,2020-06-01,Conference USA,2,20148,9.926543577526305e-05,10,9.926543577526305e-06
11247,2020-06-01,FBS Independents,879,20148,0.04362715902322811,3,0.014542386341076038
11248,2020-06-01,Mid-American,0,20148,0.0,12,0.0
11249,2020-06-01,Mountain West,410,20148,0.020349414333928926,12,0.0016957845278274106
11250,2020-06-01,Pac-12,0,20148,0.0,2,0.0
11251,2020-06-01,SEC,7294,20148,0.36202104427238435,16,0.022626315267024022
11252,2020-06-01,Sun Belt,468,20148,0.023228111971411555,14,0.0016591508551008253
11253,2020-06-02,ACC,1531,20148,0.07598769108596387,17,0.004469864181527287
11254,2020-06-02,American Athletic,989,20148,0.04908675799086758,14,0.003506196999347684
11255,2020-06-02,Big 12,1805,20148,0.08958705578717491,16,0.005599190986698432
11256,2020-06-02,Big Ten,6770,20148,0.33601350009926545,18,0.018667416672181414
11257,2020-06-02,Conference USA,2,20148,9.926543577526305e-05,10,9.926543577526305e-06
11258,2020-06-02,FBS Independents,879,20148,0.04362715902322811,3,0.014542386341076038
11259,2020-06-02,Mid-American,0,20148,0.0,12,0.0
11260,2020-06-02,Mountain West,410,20148,0.020349414333928926,12,0.0016957845278274106
11261,2020-06-02,Pac-12,0,20148,0.0,2,0.0
11262,2020-06-02,SEC,7294,20148,0.36202104427238435,16,0.022626315267024022
11263,2020-06-02,Sun Belt,468,20148,0.023228111971411555,14,0.0016591508551008253
11264,2020-06-03,ACC,1531,20148,0.07598769108596387,17,0.004469864181527287
11265,2020-06-03,American Athletic,989,20148,0.04908675799086758,14,0.003506196999347684
11266,2020-06-03,Big 12,1805,20148,0.08958705578717491,16,0.005599190986698432
11267,2020-06-03,Big Ten,6770,20148,0.33601350009926545,18,0.018667416672181414
11268,2020-06-03,Conference USA,2,20148,9.926543577526305e-05,10,9.926543577526305e-06
11269,2020-06-03,FBS Independents,879,20148,0.04362715902322811,3,0.014542386341076038
11270,2020-06-03,Mid-American,0,20148,0.0,12,0.0
11271,2020-06-03,Mountain West,410,20148,0.020349414333928926,12,0.0016957845278274106
11272,2020-06-03,Pac-12,0,20148,0.0,2,0.0
11273,2020-06-03,SEC,7294,20148,0.36202104427238435,16,0.022626315267024022
11274,2020-06-03,Sun Belt,468,20148,0.023228111971411555,14,0.0016591508551008253
11275,2020-06-04,ACC,1531,20148,0.07598769108596387,17,0.004469864181527287
11276,2020-06-04,American Athletic,989,20148,0.04908675799086758,14,0.003506196999347684
11277,2020-06-04,Big 12,1805,20148,0.08958705578717491,16,0.005599190986698432
11278,2020-06-04,Big Ten,6770,20148,0.33601350009926545,18,0.018667416672181414
11279,2020-06-04,Conference USA,2,20148,9.926543577526305e-05,10,9.926543577526305e-06
11280,2020-06-04,FBS Independents,879,20148,0.04362715902322811,3,0.014542386341076038
11281,2020-06-04,Mid-American,0,20148,0.0,12,0.0
11282,2020-06-04,Mountain West,410,20148,0.020349414333928926,12,0.0016957845278274106
11283,2020-06-04,Pac-12,0,20148,0.0,2,0.0
11284,2020-06-04,SEC,7294,20148,0.36202104427238435,16,0.022626315267024022
11285,2020-06-04,Sun Belt,468,20148,0.023228111971411555,14,0.0016591508551008253
11286,2020-06-05,ACC,1531,20148,0.07598769108596387,17,0.004469864181527287
11287,2020-06-05,American Athletic,989,20148,0.04908675799086758,14,0.003506196999347684
11288,2020-06-05,Big 12,1805,20148,0.08958705578717491,16,0.005599190986698432
11289,2020-06-05,Big Ten,6770,20148,0.33601350009926545,18,0.018667416672181414
11290,2020-06-05,Conference USA,2,20148,9.926543577526305e-05,10,9.926543577526305e-06
11291,2020-06-05,FBS Independents,879,20148,0.04362715902322811,3,0.014542386341076038
11292,2020-06-05,Mid-American,0,20148,0.0,12,0.0
11293,2020-06-05,Mountain West,410,20148,0.020349414333928926,12,0.0016957845278274106
11294,2020-06-05,Pac-12,0,20148,0.0,2,0.0
11295,2020-06-05,SEC,7294,20148,0.36202104427238435,16,0.022626315267024022
11296,2020-06-05,Sun Belt,468,20148,0.023228111971411555,14,0.0016591508551008253
11297,2020-06-06,ACC,1531,20148,0.07598769108596387,17,0.004469864181527287
11298,2020-06-06,American Athletic,989,20148,0.04908675799086758,14,0.003506196999347684
11299,2020-06-06,Big 12,1805,20148,0.08958705578717491,16,0.005599190986698432
11300,2020-06-06,Big Ten,6770,20148,0.33601350009926545,18,0.018667416672181414
11301,2020-06-06,Conference USA,2,20148,9.926543577526305e-05,10,9.926543577526305e-06
11302,2020-06-06,FBS Independents,879,20148,0.04362715902322811,3,0.014542386341076038
11303,2020-06-06,Mid-American,0,20148,0.0,12,0.0
11304,2020-06-06,Mountain West,410,20148,0.020349414333928926,12,0.0016957845278274106
11305,2020-06-06,Pac-12,0,20148,0.0,2,0.0
11306,2020-06-06,SEC,7294,20148,0.36202104427238435,16,0.022626315267024022
11307,2020-06-06,Sun Belt,468,20148,0.023228111971411555,14,0.0016591508551008253
11308,2020-06-07,ACC,1531,20148,0.07598769108596387,17,0.004469864181527287
11309,2020-06-07,American Athletic,989,20148,0.04908675799086758,14,0.003506196999347684
11310,2020-06-07,Big 12,1805,20148,0.08958705578717491,16,0.005599190986698432
11311,2020-06-07,Big Ten,6770,20148,0.33601350009926545,18,0.018667416672181414
11312,2020-06-07,Conference USA,2,20148,9.926543577526305e-05,10,9.926543577526305e-06
11313,2020-06-07,FBS Independents,879,20148,0.04362715902322811,3,0.014542386341076038
11314,2020-06-07,Mid-American,0,20148,0.0,12,0.0
11315,2020-06-07,Mountain West,410,20148,0.020349414333928926,12,0.0016957845278274106
11316,2020-06-07,Pac-12,0,20148,0.0,2,0.0
11317,2020-06-07,SEC,7294,20148,0.36202104427238435,16,0.022626315267024022
11318,2020-06-07,Sun Belt,468,20148,0.023228111971411555,14,0.0016591508551008253
11319,2020-06-08,ACC,1531,20148,0.07598769108596387,17,0.004469864181527287
